frequencia,palabra,uso,definición,ejemplo
1665,vuelo,nm,flight,el pájaro detuvo su vuelo en medio del aire
1666,vecino,adj,"nearby, neighboring",nos encontraremos en la posada vecina
1667,sexo,nm,sex,se puede diagnosticar el sexo del feto antesdel parto
1668,iniciativa,nf,initiative,estaba dispuesto a no tomar ningunainiciativa
1669,increíble,adj,"incredible, unbelievable",tenía una elocuencia increíble; podía hacerloreír o llorar
1670,concentración,nf,"concentration, gathering",la visita de Leah no perturbó en absoluto miconcentración 
1671,grito,nm,"cry, shout, scream",la madre pega un grito de triunfo
1672,esencia,nf,essence,"para penetrar la esencia de la música, para trascender el sonido"
1673,cocina,nf,kitchen,entra a la cocina y se prepara un té
1674,mental,adj,mental,la actividad mental que expresa una agudarealidad psíquica
1675,reflejo,nm,reflection,no he mirado mi reflejo en un espejo hacemedia docena de años
1676,definición,nf,definition,la definición del diccionario generalmenteparece banal
1677,preocupado,adj,"worried, concerned",el Conde estaba preocupado y necesitabatomar una decisión
1678,perdonar,v,"to forgive, excuse","«Perdone que le despierte», Doctor"
1679,obstante,adj,no + obstante: nevertheless,"no obstante, parece haber indicios de unareducción reciente"
1680,abogado,nm/f,lawyer,"porque si soy abogado, naturalmente tengoque conocer las leyes"
1681,agradecer,v,to thank for,le agradezco muchísimo su presencia aquí
1682,admirar,v,to admire,para quedarse en el parque y admirar losdesteñidos colores
1683,sesión,nf,"session, meeting",he convocado esta sesión extraordinaria paraestudiar el problema
1684,íntimo,adj,"close, intimate",ese hombre era tu íntimo amigo
1685,reloj,nm,"clock, watch",el reloj de la torre daba las doce
1686,estrecho,adj,narrow,para caminar por serenas y estrechas callessecundarias
1687,muchacho,nm,boy,en aquella época yo era un muchacho de doce años
1688,octubre,nm,October,la primera tierra que pisó Cristóbal Colón el 12 de octubre de 1492
1689,exposición,nf,"exhibition, display",habrá una exposición internacional en elMuseo de Arte Moderno
1690,ingreso,nm,"entrance, admission, income",todas las niñas dan su examen de ingreso a launiversidad
1691,revelar,v,"to reveal, disclose",el efecto de revelar el contraste entre filosofías
1692,dibujo,nm,"drawing, sketch",la de Van Gogh es un dibujo hecho con plumade caña y tinta sepia
1693,frecuente,adj,frequent,es muy frecuente ahora el divorcio por cosassin importancia
1694,inevitable,adj,"inevitable, unavoidable","de hecho, los cambios serán cada vez másinevitables"
1695,hueso,nm,bone,sólo piel y hueso emergían de aquel cuerpo
1696,ligero,adj,"light (in weight), slight","se siente ligero, ingrávido y, de pronto, otravez pesado"
1697,militar,nm,"soldier, military person",bueno el aeropuerto estaba protegido por losmilitares 
1698,motor,nm,"engine, motor",M. encendió el motor y antes de arrancaraceleró varias veces
1699,oposición,nf,opposition,"abogaba por una ceremonia simple, enoposición a la Iglesia católica"
1700,patio,nm,"courtyard, playground, yard",en el centro del patio hay un árbol y a suslados unos asientos de piedra
1701,fruta,nf,fruit,"además de frutas como piña, sandía, naranja,papaya y plátano"
1702,ideal,nm,"ideal, goal",es necesario planificar la familia para realizarlos ideales de vida humana
1703,izquierdo,adj,left (opposite of right),el lado izquierdo simboliza la muerte
1704,ti,pron,you (obj prep-sg/+fam),"no, la carta no es para ti "
1705,actor,nm,actor,había logrado un notable éxito comodramaturgo y actor teatral
1706,confusión,nf,confusion,la confusión y el desorden eran los síntomascaracterísticos
1707,bonito,adj,"pretty, nice",¡qué vestido tan bonito! ¡Qué elegante era elsombrero!
1708,agregar,v,"to add, gather",nadie era capaz de agregar nada a lo dicho
1709,corriente,adj,"current, common",José es el nombre más popular o corriente 
1710,traje,nm,"suit, dress, costume","vestido con mi traje marinero, la gorra en una mano"
1711,exigencia,nf,"requirement, demand",el gobierno abolió la exigencia del visado para entrar en el país
1712,víctima,nf,"victim, casualty",¡mi única hija ha sido víctima de este maníaco sexual!
1713,playa,nf,"beach, seaside",estamos sentados en la playa y a lo lejos vanpasando los barcos
1714,trabajador,nm/f,"worker, laborer",un 20 de los trabajadores andaluces sededican al comercio
1715,primario,adj,primary,la producción del sector primario continúasiendo muy importante
1716,hierro,nm,iron,construyeron un puente moderno de hierro 
1717,ideal,adj,ideal,hay dos procesos: uno el proceso ideal y otroel proceso real
1718,completar,v,to complete,voy a completar mi carrera con un curso defilosofía
1719,tela,nf,"cloth, fabric",no había tela para los uniformes porque seacabó el algodón
1720,ancho,adj,wide,"la tierra era grande, ancha, muy grande, sí, sí"
1721,producción,nf,production,podían controlar la producción del oro de susminas
1722,febrero,nm,February,creo que viene otra vez en enero o en febrero 
1723,símbolo,nm,symbol,el árbol era el símbolo de nuestro amor
1724,agradable,adj,"nice, pleasant",sin duda no era un personaje agradable nisensible
1725,medicina,nf,medicine,"¿por qué no se toma su medicina, señor? Sesentirá mucho mejor"
1726,combatir,v,to fight against,es necesario evitar y combatir al materialismo
1727,búsqueda,nf,search,no es búsqueda porque ya se ha encontrado
1728,colectivo,adj,"collective, joint",para lograr la promoción colectiva y no laindividual
1729,tranquilidad,nf,"tranquility, peace",hay tranquilidad; hay sensación de que lascosas funcionan bien
1730,espejo,nm,"mirror, reflection",vio al mozo aquel reflejado en el espejo delropero
1731,secreto,adj,secret,"estoy hablando de cosas que no son secretas,sino publiquísimas"
1732,comprensión,nf,understanding,asintió con un ademán de comprensión yentendimiento
1733,incapaz,adj,incapable,"es haragán, incapaz de moverse por nada"
1734,cerebro,nm,brain,¿qué se sabe sobre la neuroanatomía delcerebro humano?
1735,satisfecho,adj,satisfied,estoy muy satisfecho con el resultado
1736,reducido,adj,"reduced, limited","fue después de eso que quedé así, idiota,reducido, inútil, maldito"
1737,tiro,nm,"throw, shot",se puede marcar un gol directamente con untiro libre
1738,aportar,v,"to provide, contribute",ellos son los que quieren aportar recursos
1739,derivar,v,"to derive, come (from)",con el vocabulario que se deriva delcapitalismo 
1740,abuelo,nm,grandfather,"entonces sería, pues, mi abuelo, mi papá y mihermano"
1741,prohibir,v,"to prohibit, forbid",el prohibir fumar es un debate público
1742,proporcionar,v,to supply,es necesario proporcionar alimento a la cría
1743,maravilloso,adj,"wonderful, marvelous","era un hombre maravilloso, encantador, unamente abierta"
1744,saludar,v,"to greet, say hello","«Buenas noches», saludó E."
1745,relacionar,v,to relate,cada órgano se relaciona al otro
1746,declaración,nf,"declaration, statement",lee una declaración oficial para descartardudas
1747,relativo,adj,relative,"no de forma absoluta, sino como un índicerelativo "
1748,sujeto,nm,"subject, individual",el hombre es el sujeto de los beneficios de laeconomía
1749,investigar,v,to investigate,me propuse investigar la menor anormalidad
1750,ubicar,v,"to find, locate",no le costó mucho trabajo ubicar su dirección
1751,enseñanza,nf,"teaching, instruction",dedicó su vida a la enseñanza y dirección desu colegio
1752,musical,adj,musical,"es un sonido mecánico, pero también musical"
1753,permiso,nm,"permission, permit",V. me dio permiso para hacer ciertos recortes
1754,evolución,nf,"evolution, development",hablan de Darwin y de varias teorías sobre laevolución de la especie
1755,tío,nm,"uncle, guy","a otra pradera, donde vivían sus tíos y susprimas"
1756,moral,nf,"morals, ethics",es un compendio de la doctrina y la moral de la Iglesia católica
1757,redondo,adj,round,"una luna inmensa, redonda, amarilla, brillabaen el cielo"
1758,modificar,v,to modify,y modificó radicalmente su actitud
1759,sujeto,adj,"fastened, subject to",dos horcas que quedan sujetas a un techo novisible
1760,parque,nm,park,el primer parque nacional fue el ParqueNacional Yellowstone
1761,ingeniero,nm/f,engineer,"James Watt, el ingeniero escocés, perfeccionóel motor a vapor"
1762,lavar,v,to wash,primero iría a lavar toda la ropa
1763,borde,nm,edge,se sientan en el borde de la cama
1764,invadir,v,"to invade, overcome",decidieron no invadir otros territorios
1765,entusiasmo,nm,enthusiasm,"me llenó de alegría, entusiasmo y deseos detrabajar"
1766,evidentemente,adv,"evidently, obviously","quienes evidentemente no eran médicos,aunque habían fingido serlo"
1767,independencia,nf,independence,para festejar el cumpleaños de laIndependencia de la Patria
1768,mentira,nf,lie,para verificar qué había de verdad y dementira en esos juegos
1769,exclusivamente,adv,exclusively,la economía no depende exclusivamente deltrabajo
1770,sueldo,nm,"salary, pay",me pagó mi sueldo y me despidió
1771,desplazar,v,"to replace, move, shift","en la ventana, la claridad desplaza a lassombras"
1772,comparación,nf,comparison,se ha hecho una comparación entre Calderóny Shakespeare
1773,setenta,num,seventy,"en mayo, cumpliré los setenta años"
1774,romano,adj,Roman,la regulación de la lengua latina en el Imperioromano
1775,sagrado,adj,sacred,sino el rito sagrado de un mito inmemorial
1776,seno,nm,"breast, bosom, cavity",¿por qué a los hombres les gustarán tanto los senos de las mujeres?
1777,adelantar,v,to move forward,vamos a tener que adelantar la fecha
1778,canto,nm,"singing, chant",mezclaban canto y baile español encoreografías muy simples
1779,potencia,nf,"power, potential","tienen miles de proyectiles estratégicos, sonuna potencia nuclear"
1780,examinar,v,"to examine, inspect",tras examinar la joya con una lupa
1781,oficial,nc,"official, officer",la autoridad de los oficiales romanos paracastigar a los delincuentes
1782,fortuna,nf,"fortune, fate","a los seis meses, su fortuna pasaba dequinientos mil pesos"
1783,crimen,nm,"crime, murder",luchamos contra la delincuencia y el crimen 
1784,suave,adj,"soft, gentle, mild",se sentía un viento suave de otoño
1785,opuesto,adj,"opposite, contrary",huía hacia la orilla opuesta
1786,sustituir,v,"to substitute, replace",sustituyó a los militares por agentes de lapolicía
1787,ciudadano,nm,citizen,¿quiénes serán los ciudadanos de la Europa de la próxima generación?
1788,implicar,v,"to implicate, imply",se calló para no implicarse a si mismo
1789,baño,nm,"bathroom, bath, swim",se metió al baño para ducharse
1790,sabio,adj,"wise, learned",las desgracias le hacen a uno sabio einteligente
1791,ingresar,v,"to join, deposit, admit",debía ingresar a la milicia o a la iglesia
1792,respirar,v,to breathe,un pulmón inmenso respira en la noche
1793,caliente,adj,"hot, warm, spirited",quieren comer un poco de comida caliente 
1794,reconocimiento,nm,"recognition, acknowl-edgment",suponen reconocimiento de méritosmusicales
1795,exterior,nm,"exterior, outside",en el exterior de los extremos del tubo sesitúan dos espejos
1796,sexual,adj,sexual,cuyo primer mandamiento era la abstinenciasexual 
1797,respectivo,adj,respective,debe cada uno hacer en su respectivo trabajo
1798,situado,adj,"situated, located",la casa del cura estaba situada cerca de laiglesia
1799,crédito,nm,"credit, reputation",pero se le puede pagar con la tarjeta decrédito 
1800,alternativa,nf,alternative,a todos no les queda otra alternativa quebuscar la solución política
1801,rodeado,adj,surrounded,en la sala estaba rodeado de libros
1802,esconder,v,"to hide, conceal",buscó el pecho de su madre para esconder la cara
1803,cuando,adv,when,"aquella es de mis nietos, cuando eran bebestodavía"
1804,canal,nm,"channel, canal",estamos en contra de privatizar el canal detelevisión
1805,suficientemente,adv,enough,no eran suficientemente cómodos para ella
1806,agente,nc,agent,había sido en sus buenos años agente especialde la Gestapo
1807,pago,nm,payment,se habían retrasado en el pago del alquiler
1808,filosofía,nf,philosophy,«De todos modos tenemos que morir» era lafilosofía del hombre
1809,alterar,v,"to alter, modify",no tenemos derecho a alterar el plan delCreador
1810,lector,nm,"reader, lecturer",no me interesa como lector ese tipo deliteratura
1811,emitir,v,"to emit, give (off)",R. lo siguió sin emitir una palabra
1812,magnífico,adj,"magnificent, splendid",dije que era bueno y hasta magnífico 
1813,triunfo,nm,"triumph, victory",para nosotros el poder no será un triunfo sinoun sacrificio
1814,inclinar,v,"to bow, tilt, incline",M. inclinó ligeramente la cabeza con el debido respeto
1815,campesino,adj,rural,la dramática situación de las familias minerasy campesinas 
